Year,Port,Yield,State,Region,Port_ID,Temp,MSL
1986,"San Francisco Area, CA",25.9,CAN,6,26,12.423199462890626,-0.019
1987,"San Francisco Area, CA",27.0,CAN,6,26,12.692097473144536,-0.077
1988,"San Francisco Area, CA",25.0,CAN,6,26,11.858919525146485,-0.065
1989,"San Francisco Area, CA",33.0,CAN,6,26,11.332083129882813,-0.172
1990,"San Francisco Area, CA",26.8,CAN,6,26,12.677056884765625,-0.041
1991,"San Francisco Area, CA",26.0,CAN,6,26,11.603793334960935,-0.08900000000000001
1992,"San Francisco Area, CA",19.6,CAN,6,26,12.257774353027346,0.014
1993,"San Francisco Area, CA",12.9,CAN,6,26,12.257275390625,0.118
1994,"San Francisco Area, CA",10.9,CAN,6,26,13.05147705078125,-0.056
1995,"San Francisco Area, CA",15.7,CAN,6,26,12.317410278320313,0.16399999999999998
1996,"San Francisco Area, CA",19.2,CAN,6,26,13.269775390625,-0.055
1997,"San Francisco Area, CA",29.4,CAN,6,26,12.828857421875,0.14300000000000002
1998,"San Francisco Area, CA",9.1,CAN,6,26,13.680596923828125,0.185
1999,"San Francisco Area, CA",9.5,CAN,6,26,12.024531555175779,-0.07
2000,"San Francisco Area, CA",11.2,CAN,6,26,12.2182861328125,-0.094
2001,"San Francisco Area, CA",9.0,CAN,6,26,12.302950286865235,-0.057
2002,"San Francisco Area, CA",12.1,CAN,6,26,11.815894317626952,-0.059
2003,"San Francisco Area, CA",11.4,CAN,6,26,12.932205200195312,0.02
2004,"San Francisco Area, CA",10.4,CAN,6,26,12.290076446533202,0.018000000000000002
2005,"San Francisco Area, CA",5.1,CAN,6,26,12.38479232788086,0.08
2006,"San Francisco Area, CA",5.1,CAN,6,26,12.813275146484376,0.036000000000000004
2009,"San Francisco Area, CA",5.8,CAN,6,26,11.790644073486328,-0.103
2010,"San Francisco Area, CA",8.9,CAN,6,26,12.620067596435547,0.124
2011,"San Francisco Area, CA",12.4,CAN,6,26,11.926493835449214,-0.033
2012,"San Francisco Area, CA",8.1,CAN,6,26,12.199859619140625,-0.057
2013,"San Francisco Area, CA",11.4,CAN,6,26,12.016751098632813,-0.073
2014,"San Francisco Area, CA",19.5,CAN,6,26,12.434456634521485,-0.014
2016,"San Francisco Area, CA",12.9,CAN,6,26,13.074406433105473,0.094
2017,"San Francisco Area, CA",5.3,CAN,6,26,12.450309753417967,0.146
1981,"Santa Barbara, CA",14.0,CAS,7,27,15.587033081054688,
1982,"Santa Barbara, CA",11.0,CAS,7,27,14.647271728515625,
1983,"Santa Barbara, CA",9.3,CAS,7,27,15.598367309570312,
1984,"Santa Barbara, CA",10.1,CAS,7,27,15.577189636230464,
1985,"Santa Barbara, CA",10.7,CAS,7,27,14.115589904785152,
1986,"Santa Barbara, CA",13.7,CAS,7,27,15.169248962402346,
1987,"Santa Barbara, CA",9.9,CAS,7,27,15.064169311523438,
1988,"Santa Barbara, CA",7.0,CAS,7,27,13.871600341796874,
1989,"Santa Barbara, CA",9.9,CAS,7,27,13.526483154296875,
1990,"Santa Barbara, CA",11.6,CAS,7,27,15.080108642578125,
1991,"Santa Barbara, CA",12.9,CAS,7,27,14.356440734863279,0.006999999999999999
1992,"Santa Barbara, CA",10.4,CAS,7,27,14.144166564941404,0.101
1993,"Santa Barbara, CA",9.2,CAS,7,27,14.862127685546875,0.098
1994,"Santa Barbara, CA",9.9,CAS,7,27,15.10909423828125,0.035
1995,"Santa Barbara, CA",6.9,CAS,7,27,14.617990112304687,0.047
1996,"Santa Barbara, CA",10.9,CAS,7,27,15.388829040527346,-0.032
1997,"Santa Barbara, CA",9.4,CAS,7,27,14.997744750976562,-0.031
1998,"Santa Barbara, CA",5.1,CAS,7,27,16.09052429199219,0.129
1999,"Santa Barbara, CA",7.0,CAS,7,27,13.988386535644533,
2000,"Santa Barbara, CA",7.1,CAS,7,27,14.5699462890625,
2001,"Santa Barbara, CA",5.3,CAS,7,27,14.446891784667967,
2002,"Santa Barbara, CA",6.1,CAS,7,27,14.237265014648438,
2003,"Santa Barbara, CA",5.5,CAS,7,27,15.31707763671875,
2004,"Santa Barbara, CA",7.9,CAS,7,27,14.624957275390624,
2005,"Santa Barbara, CA",7.9,CAS,7,27,14.74728546142578,
2006,"Santa Barbara, CA",6.9,CAS,7,27,14.816018676757812,-0.102
2008,"Santa Barbara, CA",5.6,CAS,7,27,13.596575927734374,-0.039
2009,"Santa Barbara, CA",6.1,CAS,7,27,14.216572570800786,-0.067
2010,"Santa Barbara, CA",5.7,CAS,7,27,14.750880432128904,0.105
2011,"Santa Barbara, CA",6.3,CAS,7,27,14.163389587402346,-0.016
2012,"Santa Barbara, CA",6.7,CAS,7,27,14.9300048828125,-0.029
2013,"Santa Barbara, CA",6.4,CAS,7,27,14.371034240722654,-0.046
2014,"Santa Barbara, CA",6.6,CAS,7,27,14.883502197265624,0.053
2016,"Santa Barbara, CA",5.2,CAS,7,27,15.333976745605467,0.063
2017,"Santa Barbara, CA",3.9,CAS,7,27,15.144392395019533,0.052000000000000005
1992,"Savannah, GA",4.2,GA,1,28,20.208188570462735,0.017
1995,"Savannah, GA",4.0,GA,1,28,20.730630727914665,0.023
1996,"Savannah, GA",3.0,GA,1,28,19.789402888371395,-0.006
1997,"Savannah, GA",3.1,GA,1,28,20.17577185997596,0.013
1998,"Savannah, GA",2.5,GA,1,28,20.32305438701923,0.056
2013,"Savannah, GA",1.6,GA,1,28,20.83056640625,0.111
2014,"Savannah, GA",1.7,GA,1,28,20.960127610426678,0.076
2015,"Savannah, GA",1.6,GA,1,28,21.26739971454327,0.163
2017,"Savannah, GA",2.1,GA,1,28,21.767770620492787,0.053
1981,"Seattle, WA",25.0,WA,5,29,11.027907235281804,-0.003
1982,"Seattle, WA",44.4,WA,5,29,9.672733851841516,-0.064
1983,"Seattle, WA",42.2,WA,5,29,10.465826851981026,0.217
1984,"Seattle, WA",60.3,WA,5,29,10.308550153459821,-0.109
1985,"Seattle, WA",42.2,WA,5,29,9.92005375453404,-0.14
1986,"Seattle, WA",38.2,WA,5,29,9.740887233189174,0.034
1987,"Seattle, WA",22.2,WA,5,29,10.497266496930804,-0.027000000000000003
1988,"Seattle, WA",17.5,WA,5,29,10.015007019042967,-0.048
1989,"Seattle, WA",15.6,WA,5,29,9.395544869559153,-0.149
1990,"Seattle, WA",16.5,WA,5,29,10.338781084333148,-0.027000000000000003
1991,"Seattle, WA",26.0,WA,5,29,9.069812774658203,-0.112
1992,"Seattle, WA",7.0,WA,5,29,10.283482142857142,0.061
1993,"Seattle, WA",10.3,WA,5,29,9.667272295270648,0.014
1999,"Seattle, WA",2.7,WA,5,29,10.099342346191406,-0.014
2000,"Seattle, WA",3.8,WA,5,29,10.000466482979911,-0.034
2002,"Seattle, WA",7.0,WA,5,29,9.573545183454241,-0.0
2003,"Seattle, WA",7.1,WA,5,29,10.809910365513392,0.044
2004,"Seattle, WA",7.7,WA,5,29,10.067206246512276,0.066
2005,"Seattle, WA",4.5,WA,5,29,10.255067007882255,0.055
2006,"Seattle, WA",6.9,WA,5,29,10.679090227399554,0.121
2007,"Seattle, WA",6.2,WA,5,29,9.690086364746094,-0.098
2008,"Seattle, WA",4.8,WA,5,29,9.112027304513116,0.032
2009,"Seattle, WA",7.5,WA,5,29,9.239246913364958,-0.129
2010,"Seattle, WA",5.8,WA,5,29,10.355286734444755,0.211
2011,"Seattle, WA",8.0,WA,5,29,9.682677132742745,-0.049
2012,"Seattle, WA",5.3,WA,5,29,9.677825927734377,-0.017
2013,"Seattle, WA",12.4,WA,5,29,9.708958217075892,-0.105
2014,"Seattle, WA",6.0,WA,5,29,9.951266697474882,-0.111
2016,"Seattle, WA",5.1,WA,5,29,10.935725620814733,0.183
2017,"Seattle, WA",6.3,WA,5,29,10.118800571986608,0.08900000000000001
1988,"Seward, AK",23.0,AK,4,30,4.410000425396544,0.084
1989,"Seward, AK",34.2,AK,4,30,3.7254664103190094,-0.065
1990,"Seward, AK",51.2,AK,4,30,4.005856600674716,-0.01
1991,"Seward, AK",44.6,AK,4,30,4.367165305397728,-0.211
1992,"Seward, AK",24.2,AK,4,30,4.16732002027107,0.255
1993,"Seward, AK",17.6,AK,4,30,3.765480041503906,-0.105
1994,"Seward, AK",30.7,AK,4,30,4.170067064689867,-0.017
1995,"Seward, AK",24.4,AK,4,30,3.7165037212949814,0.058
1996,"Seward, AK",29.2,AK,4,30,4.375291304154829,-0.188
1997,"Seward, AK",32.8,AK,4,30,4.039264100970644,-0.02
1998,"Seward, AK",45.0,AK,4,30,3.91708975127249,0.096
1999,"Seward, AK",41.8,AK,4,30,4.162761803829309,-0.126
2000,"Seward, AK",28.6,AK,4,30,3.141605261600379,-0.112
2001,"Seward, AK",43.8,AK,4,30,4.599252874200994,0.191
2002,"Seward, AK",38.2,AK,4,30,3.5361395171194365,0.015
2003,"Seward, AK",43.6,AK,4,30,4.737070257013494,0.131
2004,"Seward, AK",38.6,AK,4,30,4.12540273955374,-0.096
2005,"Seward, AK",60.5,AK,4,30,4.285989934747869,-0.152
2006,"Seward, AK",36.8,AK,4,30,3.970070578835227,0.084
2007,"Seward, AK",71.8,AK,4,30,3.5290249911221587,-0.112
2008,"Seward, AK",36.5,AK,4,30,3.381401524399266,-0.104
2009,"Seward, AK",29.3,AK,4,30,3.0848686911843037,-0.16899999999999998
2010,"Seward, AK",75.4,AK,4,30,3.861767855557528,0.097
2011,"Seward, AK",50.0,AK,4,30,3.8195000850793086,-0.139
2012,"Seward, AK",54.0,AK,4,30,3.069121158484257,
2014,"Seward, AK",52.4,AK,4,30,4.293451482599432,-0.101
2016,"Seward, AK",27.0,AK,4,30,4.699256203391335,0.174
2017,"Seward, AK",50.5,AK,4,30,4.598867242986506,-0.206
1984,"Sitka, AK",39.8,AK,4,31,4.623525446111506,-0.034
1986,"Sitka, AK",25.2,AK,4,31,4.197373823686079,0.131
1987,"Sitka, AK",27.1,AK,4,31,4.452038389263731,0.07
1988,"Sitka, AK",27.7,AK,4,31,4.410000425396544,0.036000000000000004
1989,"Sitka, AK",30.3,AK,4,31,3.7254664103190094,-0.04
1990,"Sitka, AK",24.4,AK,4,31,4.005856600674716,-0.025
1991,"Sitka, AK",27.4,AK,4,31,4.367165305397728,-0.192
1992,"Sitka, AK",36.3,AK,4,31,4.16732002027107,0.182
1993,"Sitka, AK",26.3,AK,4,31,3.765480041503906,-0.046
1994,"Sitka, AK",32.4,AK,4,31,4.170067064689867,-0.028
1995,"Sitka, AK",31.0,AK,4,31,3.7165037212949814,0.058
1996,"Sitka, AK",32.0,AK,4,31,4.375291304154829,-0.098
1997,"Sitka, AK",21.3,AK,4,31,4.039264100970644,-0.054000000000000006
1998,"Sitka, AK",19.3,AK,4,31,3.91708975127249,0.198
1999,"Sitka, AK",36.2,AK,4,31,4.162761803829309,-0.078
2000,"Sitka, AK",95.5,AK,4,31,3.141605261600379,-0.065
2001,"Sitka, AK",64.4,AK,4,31,4.599252874200994,0.04
2002,"Sitka, AK",69.6,AK,4,31,3.5361395171194365,-0.019
2003,"Sitka, AK",34.6,AK,4,31,4.737070257013494,0.135
2004,"Sitka, AK",37.3,AK,4,31,4.12540273955374,0.048
2005,"Sitka, AK",38.1,AK,4,31,4.285989934747869,-0.068
2006,"Sitka, AK",46.9,AK,4,31,3.970070578835227,0.154
2007,"Sitka, AK",55.5,AK,4,31,3.5290249911221587,-0.05
2008,"Sitka, AK",52.7,AK,4,31,3.381401524399266,0.017
2009,"Sitka, AK",78.4,AK,4,31,3.0848686911843037,-0.133
2010,"Sitka, AK",74.6,AK,4,31,3.861767855557528,0.158
2011,"Sitka, AK",113.2,AK,4,31,3.8195000850793086,-0.145
2012,"Sitka, AK",67.1,AK,4,31,3.069121158484257,-0.024
2013,"Sitka, AK",126.2,AK,4,31,3.437373999393348,-0.195
2014,"Sitka, AK",88.5,AK,4,31,4.293451482599432,-0.19
2015,"Sitka, AK",87.4,AK,4,31,5.212223399769176,-0.056
2016,"Sitka, AK",56.0,AK,4,31,4.699256203391335,0.075
2017,"Sitka, AK",91.3,AK,4,31,4.598867242986506,-0.133
1993,"Tampa Bay-St. Petersburg, FL",12.4,FL,1,32,20.736091026893032,0.046
1994,"Tampa Bay-St. Petersburg, FL",11.3,FL,1,32,19.871985802283653,-0.054000000000000006
1995,"Tampa Bay-St. Petersburg, FL",10.9,FL,1,32,20.730630727914665,0.008
1996,"Tampa Bay-St. Petersburg, FL",11.8,FL,1,32,19.789402888371395,0.015
1997,"Tampa Bay-St. Petersburg, FL",9.4,FL,1,32,20.17577185997596,0.004
1998,"Tampa Bay-St. Petersburg, FL",14.4,FL,1,32,20.32305438701923,0.038
1999,"Tampa Bay-St. Petersburg, FL",11.1,FL,1,32,21.281843919020428,0.05
2000,"Tampa Bay-St. Petersburg, FL",11.7,FL,1,32,20.84074988731971,-0.016
2002,"Tampa Bay-St. Petersburg, FL",12.4,FL,1,32,21.058805025540867,-0.029
2003,"Tampa Bay-St. Petersburg, FL",12.5,FL,1,32,20.08387169471154,-0.033
2004,"Tampa Bay-St. Petersburg, FL",12.3,FL,1,32,20.56615741436298,0.051
2005,"Tampa Bay-St. Petersburg, FL",10.0,FL,1,32,20.523561917818512,0.045
2006,"Tampa Bay-St. Petersburg, FL",11.9,FL,1,32,20.448091947115387,0.011
2007,"Tampa Bay-St. Petersburg, FL",6.2,FL,1,32,21.56781710111178,0.029
2008,"Tampa Bay-St. Petersburg, FL",7.3,FL,1,32,20.832160362830532,-0.012
2009,"Tampa Bay-St. Petersburg, FL",6.0,FL,1,32,20.052980863131012,-0.05
2010,"Tampa Bay-St. Petersburg, FL",5.5,FL,1,32,20.01573768028846,0.043
2011,"Tampa Bay-St. Petersburg, FL",8.1,FL,1,32,19.075144841120792,-0.01
2012,"Tampa Bay-St. Petersburg, FL",9.1,FL,1,32,20.519066443810093,0.037000000000000005
2013,"Tampa Bay-St. Petersburg, FL",7.1,FL,1,32,20.83056640625,0.104
2014,"Tampa Bay-St. Petersburg, FL",12.5,FL,1,32,20.960127610426678,0.052000000000000005
2015,"Tampa Bay-St. Petersburg, FL",13.6,FL,1,32,21.26739971454327,0.101
2015,"Willapa Bay, WA",2.9,WA,5,33,11.849061148507257,
2016,"Willapa Bay, WA",3.8,WA,5,33,10.935725620814733,0.128
2017,"Willapa Bay, WA",3.4,WA,5,33,10.118800571986608,-0.006999999999999999
1988,"Yakutat, AK",8.9,AK,4,34,4.410000425396544,0.421
1990,"Yakutat, AK",7.9,AK,4,34,4.005856600674716,0.348
2004,"Yakutat, AK",3.2,AK,4,34,4.12540273955374,0.194
2005,"Yakutat, AK",3.9,AK,4,34,4.285989934747869,0.064
2006,"Yakutat, AK",6.1,AK,4,34,3.970070578835227,0.295
2007,"Yakutat, AK",6.2,AK,4,34,3.5290249911221587,0.104
2008,"Yakutat, AK",4.4,AK,4,34,3.381401524399266,0.105
2009,"Yakutat, AK",5.5,AK,4,34,3.0848686911843037,-0.019
2010,"Yakutat, AK",6.8,AK,4,34,3.861767855557528,0.265
2011,"Yakutat, AK",6.1,AK,4,34,3.8195000850793086,-0.024
2012,"Yakutat, AK",5.0,AK,4,34,3.069121158484257,0.078
2013,"Yakutat, AK",6.2,AK,4,34,3.437373999393348,-0.085
2014,"Yakutat, AK",5.2,AK,4,34,4.293451482599432,-0.069
2015,"Yakutat, AK",4.4,AK,4,34,5.212223399769176,0.041
2016,"Yakutat, AK",5.0,AK,4,34,4.699256203391335,0.17800000000000002
2017,"Yakutat, AK",3.5,AK,4,34,4.598867242986506,-0.08800000000000001
